document_id,posting_date,cost_center,vendor,amount
11263,2024-12-04,Sales,VEND3,-3538
11264,2024-04-26,HR,VEND2,1959
11265,2024-01-26,Finance,VEND1,3265
11266,2024-10-31,Sales,VEND3,3195
11267,2024-09-08,HR,VEND1,4577
11268,2024-10-28,Marketing,VEND2,-1852
11269,2024-08-16,Sales,VEND1,-1392
11270,2024-06-25,Sales,VEND2,3974
11271,2024-07-08,Marketing,VEND3,2622
11272,2024-03-19,Sales,VEND1,101846
11273,2024-12-30,Sales,VEND2,-3076
11274,2024-04-14,Marketing,VEND2,-186
11275,2024-06-04,Marketing,VEND3,-2059
11276,2024-06-26,HR,VEND1,-3790
11277,2024-03-13,Finance,VEND3,3880
11278,2024-10-21,Sales,VEND2,-2016
11279,2024-02-07,Finance,VEND1,388
11280,2024-02-08,IT,VEND2,355
11281,2024-05-03,HR,VEND1,-2009
11282,2024-11-25,Finance,VEND2,-1300
11283,2024-03-27,Sales,VEND2,2553
11284,2024-11-28,Marketing,VEND1,-1846
11285,2024-01-30,Finance,VEND1,-908
11286,2024-09-13,IT,VEND1,1715
11287,2024-08-29,HR,VEND1,466
11288,2024-12-19,HR,VEND2,1051
11289,2024-07-14,IT,VEND3,3210
11290,2024-06-20,HR,VEND1,-742
11291,2024-04-29,IT,VEND3,4274
11292,2024-07-12,IT,VEND1,204
11293,2024-01-31,Marketing,VEND2,-3462
11294,2024-02-10,Sales,VEND2,-3974
11295,2024-12-26,HR,VEND2,-1232
11296,2024-08-15,Sales,VEND1,4044
11297,2024-12-03,HR,VEND2,2654
11298,2024-11-21,HR,VEND3,3795
11299,2024-11-20,HR,VEND2,-3829
11300,2024-07-11,HR,VEND2,-3003
11301,2024-10-17,HR,VEND3,-1978
11302,2024-07-14,HR,VEND2,2482
11303,2024-05-17,Finance,VEND1,4972
11304,2024-04-21,Marketing,VEND2,-255
11305,2024-06-24,Marketing,VEND3,2995
11306,2024-06-12,Finance,VEND1,4391
11307,2024-05-03,Sales,VEND3,1791
11308,2024-12-29,IT,VEND1,-329
11309,2024-05-19,HR,VEND2,374
11310,2024-06-12,Marketing,VEND2,-3954
11311,2024-10-26,Sales,VEND2,1988
11312,2024-09-07,HR,VEND1,-3127
11313,2024-08-29,IT,VEND2,3064
11314,2024-08-19,Finance,VEND2,-440
11315,2024-05-07,Sales,VEND2,-891
11316,2024-02-03,IT,VEND3,-904
11317,2024-03-26,HR,VEND1,-1202
11318,2024-07-25,HR,VEND3,1677
11319,2024-02-26,Marketing,VEND2,-603
11320,2024-04-19,IT,VEND1,2423
11321,2024-12-14,Finance,VEND3,-4650
11322,2024-04-17,Marketing,VEND1,-956
11323,2024-01-14,Sales,VEND2,-3468
11324,2024-06-05,HR,VEND2,1676
11325,2024-07-07,Marketing,VEND1,-4233
11326,2024-07-19,Marketing,VEND1,-3419
11327,2024-09-27,HR,VEND1,-1880
11328,2024-10-06,Marketing,VEND2,957
11329,2024-08-17,Sales,VEND1,2212
11330,2024-06-09,HR,VEND3,-1286
11331,2024-08-05,Sales,VEND3,1111
11332,2024-09-30,HR,VEND1,1962
11333,2024-08-18,Finance,VEND2,4544
11334,2024-06-15,IT,VEND1,2596
11335,2024-05-09,Marketing,VEND1,2510
11336,2024-02-09,HR,VEND1,3184
11337,2024-09-04,Sales,VEND3,4310
11338,2024-11-29,HR,VEND2,2972
11339,2024-03-03,Finance,VEND2,-713
11340,2024-09-08,Marketing,VEND2,-1763
11341,2024-11-23,IT,VEND3,-652
11342,2024-01-29,HR,VEND2,-3003
11343,2024-01-26,IT,VEND3,381
11344,2024-05-18,Marketing,VEND2,-545
11345,2024-12-08,HR,VEND1,1634
11346,2024-09-05,IT,VEND1,1923
11347,2024-11-18,Marketing,VEND2,4503
11348,2024-08-22,IT,VEND3,113555
11349,2024-12-15,Sales,VEND3,-2112
11350,2024-05-30,Finance,VEND2,-2862
11351,2024-11-30,Marketing,VEND1,4388
11352,2024-02-24,HR,VEND1,3241
11353,2024-07-22,Marketing,VEND1,131291
11354,2024-10-20,Finance,VEND2,73
11355,2024-09-28,Marketing,VEND1,3229
11356,2024-01-09,Sales,VEND1,2497
11357,2024-07-20,Sales,VEND2,-2408
11358,2024-02-12,Sales,VEND1,2522
11359,2024-07-03,HR,VEND2,676
11360,2024-09-08,IT,VEND2,2032
11361,2024-06-03,IT,VEND1,4655
11362,2024-06-14,IT,VEND2,-4282
11363,2024-05-11,IT,VEND3,-1995
11364,2024-10-24,Finance,VEND1,-430
11365,2024-09-06,Finance,VEND1,-3719
11366,2024-12-23,IT,VEND2,3333
11367,2024-10-25,HR,VEND1,3199
11368,2024-08-20,HR,VEND2,-4515
11369,2024-09-11,Finance,VEND2,-3622
11370,2024-09-21,IT,VEND3,1669
11371,2024-05-21,Finance,VEND3,1653
11372,2024-02-02,Finance,VEND1,4560
11373,2024-06-02,Sales,VEND3,566
11374,2024-06-17,Finance,VEND1,2293
11375,2024-11-11,Marketing,VEND2,-3516
11376,2024-05-08,Marketing,VEND2,3562
11377,2024-09-15,IT,VEND1,-4638
11378,2024-09-25,Finance,VEND1,139794
11379,2024-01-22,Sales,VEND2,-1619
11380,2024-08-08,Finance,VEND2,4237
11381,2024-09-11,HR,VEND2,2511
11382,2024-11-29,Finance,VEND2,-3468
11383,2024-10-10,IT,VEND1,-2024
11384,2024-10-22,IT,VEND3,1311
11385,2024-02-21,IT,VEND1,-1807
11386,2024-11-10,Finance,VEND2,3036
11387,2024-10-19,Finance,VEND1,4859
11388,2024-08-09,HR,VEND1,-1674
11389,2024-07-13,HR,VEND1,-4164
11390,2024-08-27,Sales,VEND1,-4144
11391,2024-04-28,HR,VEND1,-4785
11392,2024-08-16,HR,VEND2,2174
11393,2024-11-10,Sales,VEND1,3489
11394,2024-08-07,IT,VEND1,-13
11395,2024-04-20,Sales,VEND2,3423
11396,2024-02-11,Marketing,VEND1,-4043
11397,2024-01-08,Finance,VEND1,-3365
11398,2024-09-15,HR,VEND2,-4572
11399,2024-04-15,IT,VEND2,-4422
11400,2024-07-11,IT,VEND1,-4395
11401,2024-10-01,Marketing,VEND3,3178
11402,2024-10-09,Sales,VEND1,3946
11403,2024-08-25,HR,VEND1,4567
11404,2024-04-02,Marketing,VEND2,-3191
11405,2024-10-10,Marketing,VEND3,-1043
11406,2024-03-19,HR,VEND2,2633
11407,2024-04-19,IT,VEND2,2236
11408,2024-07-09,Marketing,VEND1,2653
11409,2024-09-03,Sales,VEND2,-2894
11410,2024-02-09,HR,VEND1,-3232
11411,2024-03-16,Marketing,VEND2,4992
11412,2024-09-07,Marketing,VEND3,1423
11413,2024-09-29,HR,VEND2,-1208
11414,2024-11-26,Sales,VEND1,1743
11415,2024-04-06,IT,VEND3,940
11416,2024-08-25,Sales,VEND3,4605
11417,2024-01-27,IT,VEND3,-1721
11418,2024-11-03,HR,VEND1,1316
11419,2024-04-24,Finance,VEND2,4423
11420,2024-01-05,Sales,VEND1,2968
11421,2024-11-28,Marketing,VEND3,-4783
11422,2024-04-13,Marketing,VEND2,-1479
11423,2024-11-05,Finance,VEND3,-2437
11424,2024-04-09,HR,VEND2,4141
11425,2024-10-03,Finance,VEND1,197
11426,2024-09-12,IT,VEND1,-1516
11427,2024-01-23,Sales,VEND3,-4199
11428,2024-09-08,IT,VEND2,-1186
11429,2024-04-23,Marketing,VEND3,4647
11430,2024-08-01,Sales,VEND1,-4638
11431,2024-12-10,HR,VEND3,875
11432,2024-01-05,Marketing,VEND2,-3350
11433,2024-08-10,Sales,VEND1,1341
11434,2024-05-26,Finance,VEND1,1608
11435,2024-09-05,IT,VEND1,2825
11436,2024-06-11,IT,VEND2,-3106
11437,2024-07-29,HR,VEND1,126185
11438,2024-05-15,Marketing,VEND2,-4548
11439,2024-04-13,Finance,VEND2,188
11440,2024-10-18,HR,VEND2,269
11441,2024-09-26,Finance,VEND1,-3908
11442,2024-04-07,HR,VEND1,-4982
11443,2024-08-23,IT,VEND2,-2048
11444,2024-06-14,HR,VEND2,1728
11445,2024-04-19,Finance,VEND3,1205
11446,2024-03-21,Finance,VEND2,4816
11447,2024-08-06,Marketing,VEND1,2915
11448,2024-09-06,IT,VEND1,-2255
11449,2024-06-21,Sales,VEND3,-4231
11450,2024-06-18,Marketing,VEND1,-1970
11451,2024-02-25,Marketing,VEND1,-1134
11452,2024-06-25,HR,VEND1,1055
11453,2024-08-11,IT,VEND1,-2776
11454,2024-12-03,Marketing,VEND2,-4646
11455,2024-10-07,HR,VEND2,2561
11456,2024-08-26,IT,VEND3,4955
11457,2024-05-20,Finance,VEND3,1199
11458,2024-05-02,HR,VEND2,3520
11459,2024-06-06,HR,VEND2,2123
11460,2024-06-09,Finance,VEND2,-2725
11461,2024-02-05,IT,VEND3,4261
11462,2024-12-14,Marketing,VEND1,3097
11463,2024-08-27,IT,VEND1,203
11464,2024-06-26,IT,VEND1,-4951
11465,2024-12-13,IT,VEND1,-3521
11466,2024-06-08,IT,VEND3,3490
11467,2024-10-17,IT,VEND3,1686
11468,2024-07-07,Finance,VEND3,994
11469,2024-07-09,IT,VEND1,-46
11470,2024-07-23,Marketing,VEND1,-2623
11471,2024-06-05,Finance,VEND2,2663
11472,2024-06-19,Sales,VEND2,-1188
11473,2024-10-30,Marketing,VEND1,1687
11474,2024-03-29,Marketing,VEND3,2214
11475,2024-06-09,IT,VEND3,1321
11476,2024-01-09,Sales,VEND1,3199
11477,2024-08-19,Sales,VEND2,-3759
11478,2024-05-11,Sales,VEND3,492
11479,2024-08-02,Marketing,VEND3,-3342
11480,2024-07-30,Finance,VEND3,1541
11481,2024-03-30,Marketing,VEND1,-3022
11482,2024-10-01,Sales,VEND2,4787
11483,2024-05-23,IT,VEND3,3408
11484,2024-05-23,IT,VEND3,828
11485,2024-07-13,Sales,VEND1,-2655
11486,2024-02-01,Marketing,VEND3,-4763
11487,2024-01-14,Finance,VEND3,-3037
11488,2024-06-23,HR,VEND1,-3640
11489,2024-10-29,Marketing,VEND2,3548
11490,2024-10-29,HR,VEND1,4445
11491,2024-03-08,Finance,VEND3,-3356
11492,2024-12-15,HR,VEND3,-1698
11493,2024-10-01,HR,VEND3,-2167
11494,2024-09-18,Sales,VEND1,4592
11495,2024-09-15,Marketing,VEND3,2664
11496,2024-07-27,Finance,VEND2,2226
11497,2024-03-08,Marketing,VEND3,4226
11498,2024-12-07,Finance,VEND2,357
11499,2024-09-25,Sales,VEND1,4480
11500,2024-03-09,IT,VEND2,-3331
11501,2024-03-06,HR,VEND2,3055
11502,2024-03-11,Finance,VEND3,729
11503,2024-07-13,IT,VEND3,-2168
11504,2024-01-05,Finance,VEND1,-1724
11505,2024-01-27,HR,VEND2,2420
11506,2024-05-23,Sales,VEND2,-3510
11507,2024-11-06,Sales,VEND1,307
11508,2024-12-11,Sales,VEND2,1414
11509,2024-03-16,HR,VEND2,-4087
11510,2024-10-18,Finance,VEND2,-2632
11511,2024-05-03,Finance,VEND2,4813
11512,2024-01-23,Marketing,VEND1,-188
11513,2024-01-23,Sales,VEND3,311
11514,2024-05-07,HR,VEND3,-2335
11515,2024-09-03,Finance,VEND3,3889
11516,2024-06-09,HR,VEND1,2015
11517,2024-06-15,Sales,VEND1,1963
11518,2024-07-11,Marketing,VEND1,-3201
11519,2024-05-17,Sales,VEND3,-1787
11520,2024-11-22,IT,VEND3,-1684
11521,2024-03-11,IT,VEND1,3502
11522,2024-07-15,HR,VEND3,-2811
11523,2024-12-04,HR,VEND2,-3470
11524,2024-08-22,IT,VEND1,4215
11525,2024-11-30,IT,VEND1,1921
11526,2024-12-23,Marketing,VEND2,4825
11527,2024-09-23,Sales,VEND2,-3898
11528,2024-01-16,HR,VEND3,-422
11529,2024-01-06,Marketing,VEND1,1992
11530,2024-10-07,Finance,VEND2,2939
11531,2024-09-07,HR,VEND2,-3408
11532,2024-10-31,IT,VEND2,4801
11533,2024-08-24,HR,VEND3,876
11534,2024-07-20,Sales,VEND3,603
11535,2024-05-17,IT,VEND1,-2274
11536,2024-07-30,Marketing,VEND1,1979
11537,2024-07-31,IT,VEND2,4234
11538,2024-10-19,Sales,VEND1,1717
11539,2024-12-20,Finance,VEND3,-2265
11540,2024-08-05,HR,VEND2,1946
11541,2024-06-16,IT,VEND3,2982
11542,2024-01-19,Marketing,VEND2,2149
11543,2024-08-09,Sales,VEND3,1750
11544,2024-07-27,IT,VEND3,-2995
11545,2024-09-17,IT,VEND3,3291
11546,2024-11-08,Sales,VEND2,-2144
11547,2024-12-13,Sales,VEND3,3862
11548,2024-01-18,Finance,VEND2,-4031
11549,2024-11-29,IT,VEND1,-1297
11550,2024-08-09,Sales,VEND1,4007
11551,2024-09-06,HR,VEND2,-1956
11552,2024-01-12,HR,VEND2,2919
11553,2024-04-03,Finance,VEND2,3771
11554,2024-09-09,HR,VEND1,-3046
11555,2024-04-28,Finance,VEND3,-2894
11556,2024-06-24,Finance,VEND1,351
11557,2024-01-27,Finance,VEND3,4204
11558,2024-10-24,Marketing,VEND3,-4043
11559,2024-01-13,Marketing,VEND3,3849
11560,2024-12-11,Marketing,VEND3,-2981
11561,2024-02-01,Sales,VEND3,-1677
11562,2024-05-04,Sales,VEND1,-861
11563,2024-05-08,Finance,VEND2,84
11564,2024-10-18,Finance,VEND3,4499
11565,2024-04-02,HR,VEND3,2379
11566,2024-07-30,Marketing,VEND2,-3292
11567,2024-02-10,Sales,VEND3,4743
11568,2024-09-03,HR,VEND3,106999
11569,2024-02-10,Sales,VEND3,1385
11570,2024-12-29,Marketing,VEND1,-3740
11571,2024-04-15,HR,VEND3,-4257
11572,2024-10-19,Marketing,VEND2,536
11573,2024-08-24,Marketing,VEND2,557
11574,2024-12-10,HR,VEND2,-1362
11575,2024-02-18,IT,VEND1,-1164
11576,2024-04-12,Marketing,VEND1,3684
11577,2024-01-31,Finance,VEND2,3859
11578,2024-06-27,HR,VEND2,647
11579,2024-12-13,IT,VEND3,3142
11580,2024-11-18,HR,VEND3,-757
11581,2024-11-14,Finance,VEND1,-2067
11582,2024-11-29,HR,VEND3,4811
11583,2024-02-03,HR,VEND1,-2961
11584,2024-07-29,Finance,VEND1,4716
11585,2024-10-26,Finance,VEND3,115300
11586,2024-10-18,Finance,VEND3,1606
11587,2024-01-16,HR,VEND3,-754
11588,2024-03-11,HR,VEND3,3193
11589,2024-05-02,Sales,VEND1,-310
11590,2024-02-15,IT,VEND1,-558
11591,2024-09-04,HR,VEND2,-1696
11592,2024-04-07,Sales,VEND3,-1571
11593,2024-07-30,IT,VEND1,2457
11594,2024-10-22,Sales,VEND3,3125
11595,2024-09-04,Sales,VEND1,-1257
11596,2024-01-15,Marketing,VEND1,1691
11597,2024-10-20,HR,VEND3,-2352
11598,2024-09-03,Finance,VEND2,-1381
11599,2024-12-22,Finance,VEND3,-3357
11600,2024-08-13,Sales,VEND2,-2507
11601,2024-07-28,Marketing,VEND1,-3351
11602,2024-06-13,Sales,VEND1,2001
11603,2024-03-20,Marketing,VEND3,2121
11604,2024-11-21,Marketing,VEND3,1368
11605,2024-10-03,Sales,VEND3,86145
11606,2024-11-07,Finance,VEND2,-4856
11607,2024-07-27,HR,VEND1,-3618
11608,2024-08-18,IT,VEND2,-3604
11609,2024-11-10,Finance,VEND1,-2045
11610,2024-02-12,Marketing,VEND3,3203
11611,2024-04-29,IT,VEND3,-350
11612,2024-12-11,HR,VEND2,-851
11613,2024-02-18,IT,VEND3,-1602
11614,2024-01-31,Finance,VEND3,1242
11615,2024-12-15,IT,VEND2,-2616
11616,2024-11-02,Marketing,VEND1,2762
11617,2024-02-24,IT,VEND2,104015
11618,2024-11-20,Finance,VEND1,1780
11619,2024-08-20,Marketing,VEND1,2691
11620,2024-04-17,HR,VEND2,2856
11621,2024-08-23,Sales,VEND3,687
11622,2024-11-03,Sales,VEND2,4805
11623,2024-12-12,IT,VEND2,-2800
11624,2024-04-03,IT,VEND2,1770
11625,2024-11-16,Sales,VEND1,-1285
11626,2024-06-26,Finance,VEND1,-2420
11627,2024-07-11,HR,VEND2,4676
11628,2024-02-28,HR,VEND3,-3126
11629,2024-09-22,Marketing,VEND1,-4577
11630,2024-04-05,Sales,VEND3,1033
11631,2024-01-05,Finance,VEND3,463
11632,2024-04-13,Sales,VEND3,-4809
11633,2024-12-17,Sales,VEND2,-3727
11634,2024-10-18,IT,VEND2,1836
11635,2024-05-17,Marketing,VEND1,4648
11636,2024-09-04,Sales,VEND3,3847
11637,2024-03-03,HR,VEND2,-880
11638,2024-11-29,Sales,VEND3,4957
11639,2024-07-04,Sales,VEND2,86434
11640,2024-04-29,Marketing,VEND2,4231
11641,2024-09-12,Marketing,VEND2,-1448
11642,2024-08-07,Marketing,VEND2,311
11643,2024-08-25,HR,VEND3,-1158
11644,2024-05-14,Sales,VEND2,213
11645,2024-06-06,Sales,VEND2,-3695
11646,2024-09-16,Sales,VEND1,-4893
11647,2024-01-20,Marketing,VEND1,186
11648,2024-05-02,IT,VEND1,1309
11649,2024-09-24,HR,VEND2,3478
11650,2024-01-20,IT,VEND1,-810
11651,2024-08-10,Finance,VEND2,860
11652,2024-05-30,Finance,VEND1,-3508
11653,2024-01-17,IT,VEND2,-1942
11654,2024-11-27,Finance,VEND2,-4315
11655,2024-04-09,HR,VEND3,2114
11656,2024-07-04,Finance,VEND1,-3341
11657,2024-05-15,IT,VEND1,3062
11658,2024-11-08,HR,VEND2,-2930
11659,2024-11-19,IT,VEND2,2705
11660,2024-10-20,Marketing,VEND3,489
11661,2024-08-12,Sales,VEND1,1304
11662,2024-07-27,Sales,VEND1,4789
11663,2024-04-30,IT,VEND1,1283
11664,2024-01-25,IT,VEND1,-1676
11665,2024-05-17,HR,VEND3,-4891
11666,2024-10-09,IT,VEND1,747
11667,2024-05-24,Marketing,VEND3,-3784
11668,2024-02-25,Finance,VEND3,350
11669,2024-06-17,HR,VEND2,2823
11670,2024-09-12,Marketing,VEND2,3718
11671,2024-01-12,Finance,VEND3,-3314
11672,2024-10-20,HR,VEND3,3079
11673,2024-02-11,IT,VEND3,-1160
11674,2024-05-25,Marketing,VEND2,-2850
11675,2024-07-12,Marketing,VEND3,99664
11676,2024-10-15,HR,VEND3,876
11677,2024-02-14,Finance,VEND2,-591
11678,2024-04-08,Sales,VEND1,-4493
11679,2024-12-09,IT,VEND3,-3816
11680,2024-06-08,HR,VEND3,4477
11681,2024-04-19,Marketing,VEND1,-491
11682,2024-10-06,IT,VEND3,1842
11683,2024-12-07,Finance,VEND3,762
11684,2024-08-07,Marketing,VEND3,-1467
11685,2024-09-07,IT,VEND3,2499
11686,2024-05-24,Sales,VEND3,-1531
11687,2024-09-11,IT,VEND1,-4971
11688,2024-07-07,Sales,VEND2,-1311
11689,2024-06-12,Marketing,VEND2,649
11690,2024-02-19,Finance,VEND1,92095
11691,2024-09-02,Sales,VEND2,-787
11692,2024-11-29,Sales,VEND1,-3089
11693,2024-04-23,Marketing,VEND1,1123
11694,2024-08-03,Finance,VEND2,151
11695,2024-05-19,Sales,VEND1,-982
11696,2024-02-23,Marketing,VEND1,-1036
11697,2024-12-13,Sales,VEND2,-3769
11698,2024-08-31,Sales,VEND1,-1818
11699,2024-12-03,HR,VEND3,4197
11700,2024-10-12,HR,VEND1,4045
11701,2024-09-21,Marketing,VEND3,-1763
11702,2024-09-01,HR,VEND2,2440
11703,2024-04-15,Finance,VEND1,2305
11704,2024-12-25,IT,VEND2,-3253
11705,2024-10-03,IT,VEND1,2217
11706,2024-12-28,HR,VEND3,3566
11707,2024-10-21,Finance,VEND3,3799
11708,2024-09-11,Marketing,VEND3,-3909
11709,2024-07-28,Sales,VEND3,2340
11710,2024-05-06,HR,VEND1,674
11711,2024-08-22,Sales,VEND3,3993
11712,2024-08-06,Sales,VEND3,-3959
11713,2024-05-16,Marketing,VEND1,-3003
11714,2024-08-09,HR,VEND3,1072
11715,2024-09-15,IT,VEND3,-2045
11716,2024-02-05,IT,VEND2,977
11717,2024-08-12,Sales,VEND3,2002
11718,2024-08-19,Marketing,VEND2,3498
11719,2024-10-26,Marketing,VEND2,-3921
11720,2024-06-21,Finance,VEND3,-2250
11721,2024-04-13,HR,VEND1,-508
11722,2024-09-29,Finance,VEND3,4476
11723,2024-11-20,HR,VEND2,2367
11724,2024-11-26,Finance,VEND1,1597
11725,2024-02-28,IT,VEND1,3526
11726,2024-12-10,Marketing,VEND1,-1921
11727,2024-09-17,Finance,VEND1,-2609
11728,2024-11-09,Sales,VEND2,-548
11729,2024-01-21,IT,VEND2,-2873
11730,2024-02-02,Marketing,VEND2,-2767
11731,2024-12-07,IT,VEND2,4737
11732,2024-04-15,IT,VEND3,398
11733,2024-02-10,IT,VEND3,2801
11734,2024-02-12,Marketing,VEND2,-939
11735,2024-01-19,Marketing,VEND3,232
11736,2024-08-18,Marketing,VEND2,-302
11737,2024-02-02,Sales,VEND1,-3012
11738,2024-03-12,IT,VEND3,-116
11739,2024-01-03,HR,VEND2,-3298
11740,2024-05-05,Finance,VEND1,165
11741,2024-01-16,HR,VEND2,-1854
11742,2024-04-12,Sales,VEND3,-5000
11743,2024-02-14,Sales,VEND1,-1202
11744,2024-06-08,Finance,VEND2,-3123
11745,2024-12-10,Finance,VEND2,-2663
11746,2024-04-11,HR,VEND1,1501
11747,2024-02-02,Marketing,VEND1,4304
11748,2024-10-06,HR,VEND1,612
11749,2024-11-20,Marketing,VEND3,-1164
11750,2024-06-05,Finance,VEND3,-3657
11751,2024-05-12,Finance,VEND1,-1169
11752,2024-06-30,HR,VEND2,422
11753,2024-05-29,IT,VEND2,4343
11754,2024-02-27,Finance,VEND1,-1475
11755,2024-08-31,Sales,VEND1,1272
11756,2024-09-29,Sales,VEND1,2857
11757,2024-01-06,Finance,VEND2,-536
11758,2024-11-26,Marketing,VEND2,378
11759,2024-08-27,Finance,VEND1,-553
11760,2024-03-20,Marketing,VEND1,-2112
11761,2024-02-07,Sales,VEND1,2286
11762,2024-11-09,HR,VEND3,-411
11763,2024-06-19,Sales,VEND2,-2965
11764,2024-09-03,Finance,VEND1,158
11765,2024-06-22,Marketing,VEND3,1831
11766,2024-12-06,Finance,VEND2,4888
11767,2024-05-20,IT,VEND1,-1601
11768,2024-05-11,IT,VEND2,707
11769,2024-11-10,IT,VEND2,1972
11770,2024-05-12,HR,VEND1,4414
11771,2024-02-29,Marketing,VEND1,854
11772,2024-01-05,Finance,VEND2,-239
11773,2024-03-29,Marketing,VEND3,-1148
11774,2024-02-03,Marketing,VEND1,491
11775,2024-10-24,Finance,VEND1,-1695
11776,2024-10-08,HR,VEND2,2218
11777,2024-10-01,Finance,VEND3,235
11778,2024-07-15,Marketing,VEND3,-4295
11779,2024-07-11,Sales,VEND2,-4447
11780,2024-11-23,Marketing,VEND2,2284
11781,2024-12-16,Sales,VEND2,-1384
11782,2024-12-15,IT,VEND1,-2467
11783,2024-05-16,Sales,VEND2,2656
11784,2024-02-04,Sales,VEND2,2865
11785,2024-08-03,HR,VEND1,-1658
11786,2024-08-30,Finance,VEND1,-2717
11787,2024-12-27,Finance,VEND2,-3324
11788,2024-04-16,Marketing,VEND3,-3187
11789,2024-12-10,Finance,VEND1,-2329
11790,2024-11-12,Marketing,VEND1,3242
11791,2024-01-10,HR,VEND3,-4344
11792,2024-04-05,HR,VEND2,2933
11793,2024-06-01,Marketing,VEND3,-4167
11794,2024-11-17,Finance,VEND1,455
11795,2024-09-03,Sales,VEND1,3943
11796,2024-06-15,IT,VEND1,4552
11797,2024-07-10,IT,VEND3,-4447
11798,2024-09-23,Sales,VEND1,-500
11799,2024-05-07,HR,VEND3,1503
11800,2024-09-03,Finance,VEND3,-4608
11801,2024-07-08,HR,VEND3,-2488
11802,2024-10-03,Finance,VEND3,1568
11803,2024-01-18,HR,VEND1,-1457
11804,2024-08-03,IT,VEND3,47
11805,2024-06-19,IT,VEND2,1071
11806,2024-07-13,HR,VEND3,-2135
11807,2024-02-12,IT,VEND3,968
11808,2024-08-30,HR,VEND3,2878
11809,2024-05-19,HR,VEND2,-3621
11810,2024-03-26,IT,VEND1,-2565
11811,2024-09-26,HR,VEND1,-710
11812,2024-03-20,Sales,VEND1,-1455
11813,2024-08-01,Marketing,VEND1,4091
11814,2024-12-09,Sales,VEND2,2333
11815,2024-10-24,HR,VEND3,-2611
11816,2024-05-28,Sales,VEND2,-1759
11817,2024-04-08,Finance,VEND1,-1750
11818,2024-06-16,HR,VEND2,3422
11819,2024-07-15,HR,VEND1,4718
11820,2024-05-31,Marketing,VEND3,4290
11821,2024-05-29,Finance,VEND3,1469
11822,2024-09-13,HR,VEND3,4016
11823,2024-09-29,Sales,VEND3,-350
11824,2024-03-08,HR,VEND2,881
11825,2024-11-11,Marketing,VEND3,3910
11826,2024-10-14,Finance,VEND2,-1759
11827,2024-08-15,Marketing,VEND3,3405
11828,2024-10-28,HR,VEND3,4016
11829,2024-09-13,Marketing,VEND3,-2349
11830,2024-03-31,Marketing,VEND3,-1345
11831,2024-04-05,Sales,VEND1,247
11832,2024-11-17,IT,VEND2,640
11833,2024-07-16,Finance,VEND3,2008
11834,2024-04-15,Finance,VEND3,-3274
11835,2024-02-29,Finance,VEND1,1287
11836,2024-04-12,HR,VEND3,4337
11837,2024-11-14,Sales,VEND2,-4995
11838,2024-08-06,Marketing,VEND3,2690
11839,2024-08-16,IT,VEND3,-2615
11840,2024-04-05,Finance,VEND3,150
11841,2024-02-15,Sales,VEND2,-3842
11842,2024-11-23,Sales,VEND2,1851
11843,2024-05-20,Sales,VEND2,-139
11844,2024-11-19,Finance,VEND3,4653
11845,2024-07-24,IT,VEND1,215
11846,2024-08-21,Marketing,VEND3,-807
11847,2024-04-16,Sales,VEND2,-1029
11848,2024-05-08,Finance,VEND3,-2673
11849,2024-03-06,HR,VEND2,3217
11850,2024-03-31,Finance,VEND1,132613
11851,2024-04-01,Finance,VEND1,-539
11852,2024-03-01,Finance,VEND2,4007
11853,2024-02-01,Marketing,VEND1,2005
11854,2024-04-19,IT,VEND2,-4267
11855,2024-10-14,Marketing,VEND3,-2042
11856,2024-04-11,HR,VEND3,-247
11857,2024-07-05,Finance,VEND2,4326
11858,2024-05-19,IT,VEND2,-2240
11859,2024-09-12,Marketing,VEND2,-1582
11860,2024-11-17,HR,VEND2,-2333
11861,2024-02-22,Finance,VEND1,1993
11862,2024-03-27,Finance,VEND1,348
11863,2024-01-01,Marketing,VEND3,-1814
11864,2024-11-18,HR,VEND2,-3490
11865,2024-06-28,Finance,VEND3,3164
11866,2024-04-25,IT,VEND2,935
11867,2024-04-30,Finance,VEND1,-4535
11868,2024-08-27,Marketing,VEND2,-3351
11869,2024-05-07,HR,VEND3,381
11870,2024-02-19,Finance,VEND2,1384
11871,2024-02-23,Finance,VEND2,-4179
11872,2024-03-06,Marketing,VEND2,-3977
11873,2024-07-09,Marketing,VEND1,4575
11874,2024-04-04,HR,VEND2,-2978
11875,2024-10-21,Finance,VEND2,924
11876,2024-06-08,IT,VEND3,-4743
11877,2024-11-20,HR,VEND2,-181
11878,2024-12-09,Sales,VEND1,4954
11879,2024-01-02,IT,VEND1,1110
11880,2024-04-21,IT,VEND3,3563
11881,2024-06-11,Marketing,VEND3,117964
11882,2024-10-16,Marketing,VEND1,-2601
11883,2024-01-07,Finance,VEND3,-1605
11884,2024-08-08,Sales,VEND3,132
11885,2024-04-02,Sales,VEND1,3326
11886,2024-07-18,Finance,VEND2,2195
11887,2024-11-10,IT,VEND3,-306
11888,2024-07-05,IT,VEND3,4230
11889,2024-07-25,Finance,VEND3,1244
11890,2024-04-24,Finance,VEND1,-3089
11891,2024-01-17,HR,VEND2,-137
11892,2024-08-21,Finance,VEND2,-1965
11893,2024-10-24,IT,VEND1,148
11894,2024-06-25,HR,VEND3,-747
11895,2024-02-06,HR,VEND3,-4342
